Symbol,Company Name,Short Name,Industry,Description,Website Logo,CEO,Exchange,Market Cap,Sector,Tag 1,Tag 2,Tag 3,OTC
CTOS,"Custom Truck One Source, Inc.",,,,,,,,,,,,F
CTR,ClearBridge MLP and Midstream Total Return Fund Inc.,ClearBridge MLP and Midstream Total Return Fund,Asset Management,ClearBridge Energy MLP Total Return Fund operates as a closed end management investment company. Its investment objective is to provide a high level of total return consisting of cash distributions and capital appreciation.,,Jane E. Trust,New York Stock Exchange,375937390.0,Financial Services,Financial Services,Asset Management,,F
CTRA,Contura Energy Inc.,Contura Energy,Coal,"Contura Energy Inc is engaged in mining operations across multiple coal basins in Pennsylvania, Virginia, West Virginia and Wyoming. It supplies both metallurgical coal to the steel industry and thermal coal to generate power.",,,New York Stock Exchange,1234281633.0,Basic Materials,Basic Materials,Coal,,F
CTRE,CareTrust REIT Inc.,CareTrust REIT,REITs,"CareTrust REIT Inc is engaged in the ownership, acquisition and leasing of healthcare-related properties. The company also owns and operates independent living facilities.",,Gregory K. Stapley,Nasdaq Global Select,1847960511.0,Real Estate,Real Estate,REIT - Healthcare Facilities,REITs,F
CTRM,Castor Maritime Inc. Common Shares,,,,,,,,,,,,F
CTRN,Citi Trends Inc.,Citi Trends,Retail - Apparel & Specialty,"Citi Trends Inc is a retailer of urban fashion apparel and accessories for the entire family. The Company's merchandise offerings are designed to appeal to the preferences of fashion conscious consumers, particularly African-Americans.",,Bruce D. Smith,Nasdaq Global Select,250954000.0,Consumer Cyclical,Consumer Cyclical,Apparel Stores,Retail - Apparel & Specialty,F
CTS,CTS Corporation,CTS,Computer Hardware,"CTS Corp is a designer and manufacturer of electronic components and actuators to OEMs in the automotive, communications, medical, defense and aerospace, industrial and computer markets. The company manufactures products in North America, Europe and Asia.",,Kieran O'Sullivan,New York Stock Exchange,938679410.0,Technology,Technology,Electronic Components,Computer Hardware,F
CTSH,Cognizant Technology Solutions Corporation,Cognizant Technology Solutions,Application Software,"Cognizant Technology Solutions Corp is an IT services provider. The company provides services such as technology consulting, application outsourcing, systems integration, business process services, and cloud services.",,Francisco D?Souza,Nasdaq Global Select,41278906762.0,Technology,Technology,Information Technology Services,Application Software,F
CTSO,CytoSorbents Corporation,CytoSorbents,Medical Diagnostics & Research,CytoSorbents Corp is a immunotherapy company. The Company uses blood purification to modulate inflammation with the goal of preventing or treating multiple organ failure in life-threatening illnesses and cardiac surgery.,,Phillip P. Chan,NASDAQ Capital Market,247833758.0,Healthcare,Healthcare,Diagnostics & Research,Medical Diagnostics & Research,F
CTV,Innovid Corp.,,,,,,,,,,,,F
CTVA,"Corteva, Inc. Common Stock",,,,,,,,,,,,F
CTXR,Citius Pharmaceuticals Inc.,Citius Pharmaceuticals,Biotechnology,Citius Pharmaceuticals Inc is a specialty pharmaceutical company engaged in development and commercialization of therapeutic products for markets using patented or proprietary formulations and modified drug delivery technology.,,Myron Z. Holubiak,NASDAQ Capital Market,16912411.0,Healthcare,Healthcare,Biotechnology,,F
CUBA,The Herzfeld Caribbean Basin Fund Inc.,The Herzfeld Caribbean Basin Fund,Asset Management,Herzfeld Caribbean Basin Fund Inc operates as a closed-end management investment company. The Company's investment objective is to obtain long-term capital appreciation.,,,NASDAQ Capital Market,34532500.0,Financial Services,Financial Services,Asset Management,,F
CUBB,"Customers Bancorp, Inc. 5.375% Subordinated Notes Due 2034",,,,,,,,,,,,F
CUBE,CubeSmart,CubeSmart,REITs,"CubeSmart is a real estate investment trust that acquires, owns, and manages self-storage facilities throughout the United States. Its portfolio consists of buildings with numerous enclosed storage areas for both residential and commercial customers.",,Christopher P. Marr,New York Stock Exchange,5699116844.0,Real Estate,Real Estate,REIT - Industrial,REITs,F
CUBI,Customers Bancorp Inc,Customers Bancorp,Banks,"Customers Bancorp Inc through its wholly-owned subsidiary Customers Bank provides financial products and services to small and middle-market businesses, not-for-profits, and consumers. It also provides lending to mortgage banking businesses.",,Jay S. Sidhu,New York Stock Exchange,626251191.0,Financial Services,Financial Services,Banks - Regional - US,Banks,F
CUBS,Asian Growth Cubs ETF,,,,,,,,,,,,F
CUE,Cue Biopharma Inc.,Cue Biopharma,Biotechnology,Cue Biopharma Inc is a biopharmaceutical company developing a novel and proprietary class of biologic drugs for the selective modulation of the human immune system to treat a broad range of cancers and autoimmune disorders.,,Daniel R. Passeri,NASDAQ Capital Market,105900979.0,Healthcare,Healthcare,Biotechnology,,F
CUEN,"Cuentas, Inc. Common Stock",,,,,,,,,,,,F
CUK,Carnival Plc ADS ADS,Carnival Plc ADS ADS,Travel & Leisure,"Carnival PLC is an UK-based cruise company providing leisure travel to major cruise destinations throughout the world. Its portfolio of cruise brands includes AIDA, Carnival Cruise Line, Costa, Cunard, Holland America Line, and other.",,Arnold W. Donald,New York Stock Exchange,41263427237.0,Consumer Cyclical,Consumer Cyclical,Leisure,Travel & Leisure,F
CULL,"Cullman Bancorp, Inc. Common Stock",,,,,,,,,,,,F
CULP,Culp Inc.,Culp,Homebuilding & Construction,"Culp Inc manufacturers, sources, and markets mattress fabrics and sewn covers used for covering mattresses & box springs and upholstery fabrics including cut and sewn kits used in production of upholstered furniture.",,Franklin N. Saxon,New York Stock Exchange,245716775.0,Consumer Cyclical,Consumer Cyclical,Textile Manufacturing,Homebuilding & Construction,F
CURE,Direxion Daily Healthcare Bull 3X Shares,Direxion Daily Healthcare Bull 3X Shares,,"The investment seeks daily investment results, before fees and expenses, of 300% of the daily performance of the Health Care Select Sector Index.
 The fund invests at least 80% of its net assets in securities of the index, ETFs that track the index and other financial instruments that provide daily leveraged exposure to the index or ETFs that track the index. The index includes domestic companies from the healthcare sector, which includes the following industries: pharmaceuticals; health care equipment and supplies; health care providers and services; biotechnology; life sciences tools and services; and health care technology. It is non-diversified.",,,NYSE Arca,164151431.0,,,,,F
CURI,CuriosityStream Inc. Class A Common Stock,,,,,,,,,,,,F
CURO,CURO Group Holdings Corp.,CURO,Credit Services,"CURO Group Holdings Corp is a consumer finance company. It offers a broad range of consumer finance products including unsecured installment loans, secured installment loans, open-end loans and single-pay loans.",,Donald Gayhardt,New York Stock Exchange,546856568.0,Financial Services,Financial Services,Credit Services,,F
CURV,Torrid Holdings Inc.,,,,,,,,,,,,F
CUT,Invesco MSCI Global Timber,Invesco MSCI Global Timber,,"The investment seeks to track the investment results (before fees and expenses) of the MSCI ACWI IMI Timber Select Capped Index (the underlying index).
 The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index, as well as American depositary receipts (""ADRs"") and global depositary receipts (""GDRs"") that represent securities in the underlying index. The underlying index is comprised of equity securities of companies that are primarily engaged in the ownership and management of forests and timberlands and the production of finished products that use timber as a raw material. The fund is non-diversified.",,,NYSE Arca,165422400.0,,,,,F
CUTR,Cutera Inc.,Cutera,Medical Devices,"Cutera Inc is a medical device company. The company is engaged in designing, development, manufacturing, marketing and servicing of laser and other energy based aesthetics systems for practitioners.",,James A. Reinstein,Nasdaq Global Select,195765926.0,Healthcare,Healthcare,Medical Devices,,F
CUZ,Cousins Properties Incorporated,Cousins Properties Incorporated,REITs,"Cousins Properties Inc is a real estate investment trust engaged in developing, acquiring, leasing, managing and owning office properties and opportunistic mixed-use developments. Its properties are located mainly in North Carolina, Texas and Georgia.",,Michael Colin Connolly,New York Stock Exchange,3745628434.0,Real Estate,Real Estate,REIT - Diversified,REITs,F
CVAC,CureVac N.V. Ordinary Shares,,,,,,,,,,,,F
CVAR,Cultivar ETF,,,,,,,,,,,,F
CVBF,CVB Financial Corporation,CVB Financial,Banks,"CVB Financial Corp is a bank holding company for Citizens Business Bank, which provides banking, lending, and investment services. It also provides trust and investment-related services to customers through its CitizensTrust Division.",,Christopher D. Myers,Nasdaq Global Select,3128030929.0,Financial Services,Financial Services,Banks - Regional - US,Banks,F
CVCO,Cavco Industries Inc.,Cavco Industries,Homebuilding & Construction,"Cavco Industries Inc designs and produces factory-built homes under the Cavco Homes, Fleetwood Homes, and Palm Harbor Homes brands. It also produces modular homes, park model homes and vacation cabins, as well as commercial structures, among others.",,Daniel L. Urness,Nasdaq Global Select,1467442065.0,Consumer Cyclical,Consumer Cyclical,Residential Construction,Homebuilding & Construction,F
CVCY,Central Valley Community Bancorp,Central Valley Community Bancorp,Banks,"Central Valley Community Bancorp is a bank holding company, which through its subsidiary provides financial services in its main market area in California. Its services include personal banking and business banking services.",,James M. Ford,NASDAQ Capital Market,272348307.0,Financial Services,Financial Services,Banks - Regional - US,Banks,F
CVE,Cenovus Energy Inc,Cenovus Energy,Oil & Gas - Integrated,"Cenovus Energy Inc is engaged in developing, producing and marketing crude oil, natural gas liquids and natural gas in Canada with marketing activities and refining operations in the United States.",,Alexander J. Pourbaix,New York Stock Exchange,9473265952.0,Energy,Energy,Oil & Gas Integrated,Oil & Gas - Integrated,F
CVEO,Civeo Corporation (Canada),Civeo (Canada),Business Services,"Civeo Corp is an integrated provider of long-term and temporary remote site accommodations, logistics and facility management services to the natural resource industry. It generates most of its revenues from Australia and the United States.",,Bradley J. Dodson,New York Stock Exchange,433364228.0,Industrials,Industrials,Business Services,,F
CVGI,Commercial Vehicle Group Inc.,Commercial Vehicle,Autos,Commercial Vehicle Group Inc is a supplier of cab related products and systems for the global commercial vehicle market. The operating segments are global truck and bus (GTB) segment and global construction and agriculture (GCA) segment.,,Patrick E. Miller,Nasdaq Global Select,225845125.0,Consumer Cyclical,Consumer Cyclical,Auto Parts,Autos,F
CVGW,Calavo Growers Inc.,Calavo Growers,Consumer Packaged Goods,"Calavo Growers Inc is in the avocado industry and an expanding provider of value-added fresh food. It sells avocados to a group of supermarket chains, wholesalers, food service and other distributors, under brand labels, as well as private labels.",,Lecil E. Cole,Nasdaq Global Select,1396750898.0,Consumer Defensive,Consumer Defensive,Farm Products,Consumer Packaged Goods,F
CVI,CVR Energy Inc.,CVR Energy,Oil & Gas - Refining & Marketing,CVR Energy Inc through its subsidiaries is engaged in the petroleum refining and nitrogen fertilizer manufacturing industries. Its business segments include petroleum and nitrogen fertilizer.,,David L. Lamp,New York Stock Exchange,3974979884.0,Energy,Energy,Oil & Gas Refining & Marketing,Oil & Gas - Refining & Marketing,F
CVII,Churchill Capital Corp VII,,,,,,,,,,,,F
CVII.U,"Churchill Capital Corp VII Units, each consisting of one share of Class A common stock, and one-fift",,,,,,,,,,,,F
CVLG,"Covenant Logistics Group, Inc. Class A Common Stock",,,,,,,,,,,,F
CVLT,Commvault Systems Inc.,Commvault Systems,Application Software,"CommVault Systems Inc is a provider of data and information management software applications and related services. It develops, markets and sells software applications and services in North America, Europe, Australia and Asia.",,N. Robert Hammer,Nasdaq Global Select,3104905125.0,Technology,Technology,Software - Application,Application Software,F
CVLY,Codorus Valley Bancorp Inc,Codorus Valley Bancorp,Banks,"Codorus Valley Bancorp Inc is a bank holding company. The Company through its subsidiaries offers business and consumer banking services. It also provides personal banking, mortgage banking, wealth management and real estate settlement services.",,Larry J. Miller,NASDAQ Global Market,200450476.0,Financial Services,Financial Services,Banks - Regional - US,Banks,F
CVM,Cel-Sci Corporation ($0.001 Par Value),Cel-Sci ($0.001 Par Value),Biotechnology,"CEL-SCI Corp is a biotechnology company. It is engaged in the research and development directed at improving the treatment of cancer and other diseases by utilizing the immune system, the body's natural defense system.",,Geert R. Kersten,NYSE American,81190976.0,Healthcare,Healthcare,Biotechnology,,F
CVNA,Carvana Co. Class A,Carvana Co.,Retail - Apparel & Specialty,"Carvana Co is an eCommerce platform for buying used cars. It uses proprietary algorithms to optimize its nationally pooled inventory of over 7,300 vehicles, inspect and recondition our vehicles and operate its own logistics network.",,Ernie Garcia,New York Stock Exchange,0.0,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty,F
CVR,Chicago Rivet & Machine Co.,Chicago Rivet & Machine Co.,Industrial Products,"Chicago Rivet & Machine Co is in the fastener industry in North America. It manufactures rivets, cold-formed fasteners and parts and screw machine products. It operates in two segments of the fastener industry, fasteners and assembly equipment.",,John A. Morrissey,NYSE American,27293229.0,Industrials,Industrials,Tools & Accessories,Industrial Products,F
CVRX,"CVRx, Inc. Common Stock",,,,,,,,,,,,F
CVS,CVS Health Corporation,CVS Health,Health Care Plans,"CVS Health Corp operates in the healthcare sector. Its primary business is that of operating retail pharmacies. The company has three reportable segments namely Pharmacy Services, Retail/LTC, and Corporate.",,Larry J. Merlo,New York Stock Exchange,85234751363.0,Healthcare,Healthcare,Health Care Plans,,F
CVT,Cvent Holding Corp. Common Stock,,,,,,,,,,,,F
CVV,CVD Equipment Corporation,CVD Equipment,Industrial Products,"CVD Equipment Corp designs and manufactures chemical vapor deposition, gas control and other equipment and process solutions used to develop and manufacture materials and coatings for research and industrial applications.",,Leonard A. Rosenbaum,NASDAQ Capital Market,28372761.0,Industrials,Industrials,Diversified Industrials,Industrial Products,F
CVX,Chevron Corporation,Chevron,Oil & Gas - Integrated,"Chevron Corp engages in the exploration, production, and refining operations worldwide. Its oil refineries are spread across the United States, South Africa, and Asia with an approximate capacity of 2 million barrels of oil a day.",,Michael K. Wirth,New York Stock Exchange,229000000000.0,Energy,Energy,Oil & Gas Integrated,Oil & Gas - Integrated,F
CVY,Invesco Zacks Multi-Asset Income,Invesco Zacks Multi-Asset Income,,"The investment seeks to track the investment results (before fees and expenses) of the Zacks Multi-Asset Income Index (the ""underlying index"").
 The fund generally will invest at least 90% of its total assets in securities that comprise the underlying index and depositary receipts representing securities that comprise the underlying index. The underlying index was comprised of approximately 149 securities selected, based on investment and other criteria, from a universe of domestic and international companies listed on major U.S. exchanges. The fund is non-diversified.",,,NYSE Arca,236847224.0,,,,,F
CW,Curtiss-Wright Corporation,Curtiss-Wright,Industrial Products,"Curtiss-Wright Corp is a diversified manufacturing and service company. It designs, manufactures, and overhauls precision components and provides engineered products and services to the aerospace, defense, automotive, and metalworking industries.",,David C. Adams,New York Stock Exchange,4999090031.0,Industrials,Industrials,Diversified Industrials,Industrial Products,F
CWAN,"Clearwater Analytics Holdings, Inc.",,,,,,,,,,,,F
CWB,SPDR Bloomberg Barclays Convertible Securities,SPDR Bloomberg Barclays Convertible Securities,,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the price and yield performance of the Bloomberg Barclays U.S. Convertible Liquid Bond Index.
 The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index or in securities that the Adviser determines have economic characteristics that are substantially identical to the economic characteristics of the securities that comprise the index. The index is designed to represent the market of U.S. convertible securities, such as convertible bonds and convertible preferred stock. It is non-diversified.",,,NYSE Arca,3970996000.0,,,,,F
CWBC,Community West Bancshares,Community West Bancshares,Banks,Community West Bancshares is a bank holding company in the United States. It earns revenue through the interest income derived from the provision of lending products.,,Martin E. Plourd,NASDAQ Global Market,86027974.0,Financial Services,Financial Services,Banks - Regional - US,Banks,F
CWBR,CohBar Inc.,CohBar,Biotechnology,CohBar Inc is a research stage biotechnology company. The company conducts investigational research into Mitochondrial-Derived Peptides to evaluate their therapeutic potential through in vitro and in vivo models.,,Philippe Calais,NASDAQ Capital Market,142138767.0,Healthcare,Healthcare,Biotechnology,,F
CWCO,Consolidated Water Co. Ltd.,Consolidated Water Co.,Utilities - Regulated,"Consolidated Water Co Ltd develops and operates seawater desalination plants. The company's operating segment includes Retail, bulk, services and manufacturing. It generates a majority of its revenue from the Bulk segment.",,Frederick W. Mctaggart,Nasdaq Global Select,199324223.0,Utilities,Utilities,Utilities - Regulated Water,Utilities - Regulated,F
CWEB,Direxion Daily CSI China Internet Index Bull 2X Shares,,,,,,,,,,,,F
CWEN,Clearway Energy Inc. Class C,Clearway Energy C,Utilities - Regulated,"NRG Yield Inc is a dividend growth-oriented company. The company owns, operates and acquires contracted renewable and conventional generation and thermal infrastructure assets.",,Christopher S. Sotos,New York Stock Exchange,2904998650.0,Utilities,Utilities,Utilities - Regulated Electric,Utilities - Regulated,F
CWEN.A,Clearway Energy Inc. Class A,Clearway Energy,Utilities - Regulated,"NRG Yield Inc is a dividend growth-oriented company. The company owns, operates and acquires contracted renewable and conventional generation and thermal infrastructure assets.",,Christopher S. Sotos,New York Stock Exchange,0.0,Utilities,Utilities,Utilities - Regulated Electric,Utilities - Regulated,F
CWH,Camping World Holdings Inc. Class A Commom Stock,Camping World Commom Stock,Autos,"Camping World Holdings Inc provides services, protection plans, products and resources for recreational vehicle enthusiasts across the United States. The firm offers its products and services through the Good Sam and Camping World brands across the US.",,,New York Stock Exchange,1256237479.0,Consumer Cyclical,Consumer Cyclical,Recreational Vehicles,Autos,F
CWI,SPDR MSCI ACWI ex-US,SPDR MSCI ACWI ex-US,,"The investment seeks investment results that, before fees and expenses, correspond generally to the total return performance of the MSCI All Country World Index ex USA Index.
 The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is a free float-adjusted market capitalization index that is designed to measure the combined equity market performance of large- and mid-cap securities in developed and emerging market countries excluding the United States. The fund is non-diversified.",,,NYSE Arca,1747904000.0,,,,,F
CWK,Cushman & Wakefield plc,Cushman & Wakefield plc,Real Estate Services,,,Brett White,New York Stock Exchange,3677121676.0,Real Estate,Real Estate,Real Estate Services,,F
CWS,AdvisorShares Focused Equity ETF,,,,,,,,,,,,F
CWST,Casella Waste Systems Inc.,Casella Waste Systems,Waste Management,"Casella Waste Systems Inc is a vertically-integrated solid waste, recycling, and resource management services company. It provides resource management expertise and services to residential, commercial, municipal and industrial customers.",,John W. Casella,Nasdaq Global Select,1322755717.0,Industrials,Industrials,Waste Management,,F
CWT,California Water Service Group,California Water Service,Utilities - Regulated,"California Water Service Group is engaged in the production, purchase, storage, treatment, testing, distribution and sale of water for domestic, industrial, public and irrigation uses, and for fire protection.",,Martin A. Kropelnicki,New York Stock Exchange,2364464920.0,Utilities,Utilities,Utilities - Regulated Water,Utilities - Regulated,F
CX,Cemex S.A.B. de C.V. Sponsored ADR,Cemex S.A.B. de C.V. Sponsored,Building Materials,"Cemex SAB de CV is engaged in the production, marketing, distribution and sale of cement, ready-mix concrete, aggregates and other construction materials.",,Fernando A. Gonzalez,New York Stock Exchange,8097477933.0,Basic Materials,Basic Materials,Building Materials,,F
CXAC,C5 Acquisition Corporation,,,,,,,,,,,,F
CXAC.U,"C5 Acquisition Corporation Units, each consisting of one share of Class A common stock and one-half",,,,,,,,,,,,F
CXDO,"Crexendo, Inc. Common Stock",,,,,,,,,,,,F
CXE,MFS High Income Municipal Trust,MFS High Income Municipal Trust,Asset Management,Mfs High Income Municipal Trust is a diversified closed-end management investment company. Its investment objective is to seek high current income exempt from federal income tax.,,David L. DiLorenzo,New York Stock Exchange,156615167.0,Financial Services,Financial Services,Asset Management,,F
CXH,MFS Investment Grade Municipal Trust,MFS Investment Grade Municipal Trust,Asset Management,"Mfs Investment Grade Municipal Trust is a United States based diversified closed-end management investment company. Its investment objective is to seek high current income exempt from federal income tax, but may also consider capital appreciation.",,David L. DiLorenzo,New York Stock Exchange,86000713.0,Financial Services,Financial Services,Asset Management,,F
CXM,"Sprinklr, Inc.",,,,,,,,,,,,F
CXSE,WisdomTree China ex-State-Owned Enterprises Fund,WisdomTree China ex-State-Owned Enterprises Fund,,"The investment seeks to track the price and yield performance, before fees and expenses, of the WisdomTree China ex-State-Owned Enterprises Index.
 Under normal circumstances, at least 80% of the fund's total assets (exclusive of collateral held from securities lending) will be invested in component securities of the index and investments that have economic characteristics that are substantially identical to the economic characteristics of such component securities. The index is a float-adjusted market cap weighted index that consists of common stocks in China, excluding common stocks of ""state-owned enterprises."" The fund is non-diversified.",,,NASDAQ Global Market,151778000.0,,,,,F
CXW,CoreCivic Inc.,CoreCivic,REITs,"CoreCivic Inc is a real estate investment trust that offers site, design, build, finance, own, maintain and lease core real estate assets to government partners. The company is involved in the ownership and operation of private prisons.",,,New York Stock Exchange,2370066140.0,Real Estate,Real Estate,REIT - Diversified,REITs,F
CYA,Simplify Tail Risk Strategy ETF,,,,,,,,,,,,F
CYAD,Celyad SA,Celyad SA,Biotechnology,Celyad SA is a biopharmaceutical company. The company is engaged in stem cell-based therapies for the treatment of cardiovascular diseases. It is developing therapeutic therapies based on two distinct technology platforms in cardiology and oncology.,,Christian Homsy,NASDAQ Global Market,277062381.0,Healthcare,Healthcare,Biotechnology,,F
CYAN,Cyanotech Corporation,Cyanotech,Consumer Packaged Goods,Cyanotech Corp cultivates and produces natural products derived from microalgae for the nutritional supplements market. The Company's products include Spirulina Pacifica and natural astaxanthin.,,Mawae R. Morton,NASDAQ Capital Market,17741774.0,Consumer Defensive,Consumer Defensive,Packaged Foods,Consumer Packaged Goods,F
CYB,WisdomTree Chinese Yuan Strategy Fund,WisdomTree Chinese Yuan Strategy Fund,,"The investment seeks to achieve total returns reflective of both money market rates in China available to foreign investors and changes in value of the Chinese yuan relative to the U.S. dollar.
 The fund normally invests at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in investments whose combined performance is economically tied to China. It is an actively managed exchange traded fund (""ETF""). The fund generally will maintain a weighted average portfolio maturity of 90 days or less with respect to the money market securities in its portfolio. It is non-diversified.",,,NYSE Arca,30816000.0,,,,,F
CYBN,Cybin Inc.,,,,,,,,,,,,F
CYBR,CyberArk Software Ltd.,CyberArk Software,Application Software,CyberArk Software Ltd operates in the software infrastructure industry. It sells software platforms which protect its clients from internet security breaches.,,Ehud Mokady,Nasdaq Global Select,3146555730.0,Technology,Technology,Software - Infrastructure,Application Software,F
CYCC,Cyclacel Pharmaceuticals Inc.,Cyclacel Pharmaceuticals,Biotechnology,Cyclacel Pharmaceuticals Inc mainly develops targeted medicines for cancer and other proliferative diseases. The company focuses in hematology and oncology-based development pipeline of novel drug candidates.,,Spiro Rombotis,NASDAQ Capital Market,10885276.0,Healthcare,Healthcare,Biotechnology,,F
CYCCP,"Cyclacel Pharmaceuticals, Inc. 6% Convertible Preferred Stock",,,,,,,,,,,,F
CYCN,"Cyclerion Therapeutics, Inc. Common Stock",,,,,,,,,,,,F
CYD,China Yuchai International Limited,China Yuchai International Limited,Industrial Products,"China Yuchai International Ltd manufactures, assembles and sells a variety of light, medium and heavy-duty engines for trucks, buses, passenger vehicles, construction equipment and marine and agriculture applications in China.",,,New York Stock Exchange,683967791.0,Industrials,Industrials,Diversified Industrials,Industrial Products,F
CYH,Community Health Systems Inc.,Community Health Systems,Health Care Providers,Community Health Systems Inc is a operators of general acute care hospitals. The company operates in hospital operations which includes its general acute care hospitals and related healthcare entities.,,Wayne T. Smith,New York Stock Exchange,445369306.0,Healthcare,Healthcare,Medical Care,Health Care Providers,F
CYN,Cyngn Inc. Common Stock,,,,,,,,,,,,F
CYRN,CYREN Ltd.,CYREN,Application Software,"CYREN Ltd is a provider of cloud-based security technology solutions against cyber threats, malware attacks, information leaks, legal liability and productivity loss. Its solutions protect the web, email and mobile transactions.",,Lior Samuelson,NASDAQ Capital Market,149382324.0,Technology,Technology,Software - Infrastructure,Application Software,F
CYRX,CryoPort Inc.,CryoPort,Packaging & Containers,"CryoPort Inc provides cryogenic logistics solutions to the life sciences industry through its proprietary packaging, information technology, and cold chain logistics expertise. It offers logistics solutions for stem cells and CAR-T cells.",,Jerrell W. Shelton,NASDAQ Capital Market,315399330.0,Consumer Cyclical,Consumer Cyclical,Packaging & Containers,,F
CYT,"Cyteir Therapeutics, Inc. Common Stock",,,,,,,,,,,,F
CYTH,"Cyclo Therapeutics, Inc. Common Stock",,,,,,,,,,,,F
CYTK,Cytokinetics Incorporated,Cytokinetics Incorporated,Biotechnology,Cytokinetics Inc is a biopharmaceutical company. It is engaged in the discovery and development of novel small molecule therapeutics that modulate muscle function for the potential treatment of serious diseases and medical conditions.,,Robert I. Blum,Nasdaq Global Select,398295352.0,Healthcare,Healthcare,Biotechnology,,F
CYTO,Altamira Therapeutics Ltd. Common Shares 0.01 SF (Bermuda),,,,,,,,,,,,F
CYXT,"Cyxtera Technologies, Inc. Class A Common Stock",,,,,,,,,,,,F
CZA,Invesco Zacks Mid-Cap,Invesco Zacks Mid-Cap,,"The investment seeks to track the investment results (before fees and expenses) of the Zacks Mid-Cap Core Index (the ""underlying index"").
 The fund generally will invest at least 90% of its total assets in securities that comprise the underlying index and depositary receipts representing securities that comprise the underlying index. The underlying index was comprised of 100 securities selected, according to the investment and other criteria in the underlying index methodology, from a universe of mid-capitalization securities including common stocks, MLPs, ADRs, REITs and BDCs. The fund is non-diversified.",,,NYSE Arca,241406500.0,,,,,F
CZFS,"Citizens Financial Services, Inc. Common Stock",,,,,,,,,,,,F
CZNC,Citizens & Northern Corp,Citizens & Northern,Banks,"Citizens & Northern Corp is a Pennsylvania based community bank operating through its subsidiaries. It provides banking services, including deposit and loan products for personal and commercial customers.",,J. Bradley Scovill,NASDAQ Capital Market,310816696.0,Financial Services,Financial Services,Banks - Regional - US,Banks,F
CZOO,Cazoo Group Ltd,,,,,,,,,,,,F
CZR,Caesars Entertainment Corporation,Caesars Entertainment,Travel & Leisure,"Caesars Entertainment Corp along is engaged in providing casino-entertainment and hospitality services. Its facilities include gaming offerings, food and beverage outlets, hotel and convention space, and non-gaming entertainment options.",,Mark P. Frissora,Nasdaq Global Select,6174938260.0,Consumer Cyclical,Consumer Cyclical,Resorts & Casinos,Travel & Leisure,F
CZWI,Citizens Community Bancorp Inc.,Citizens Community Bancorp,Banks,"Citizens Community Bancorp Inc is a bank holding company. It provides consumer banking products and services in Wisconsin, Minnesota, and Michigan.",,Stephen Bianchi,NASDAQ Global Market,129251442.0,Financial Services,Financial Services,Banks - Regional - US,Banks,F
D,Dominion Energy Inc.,Dominion Energy,Utilities - Regulated,"Dominion Energy Inc is a producer and transporter of energy. It manages its daily operations through three operating segments namely Dominion Virginia Power of DVP, Dominion Energy and Dominion Generation.",,,New York Stock Exchange,57736397939.0,Utilities,Utilities,Utilities - Diversified,Utilities - Regulated,F
DAC,Danaos Corporation,Danaos,Transportation & Logistics,"Danaos Corp owns and operates containerships, chartering its vessels to container shipping companies across the world. It deploys its containership fleet mainly under multi-year charters with liner companies.",,John Coustas,New York Stock Exchange,196578485.0,Industrials,Industrials,Shipping & Ports,Transportation & Logistics,F
DADA,Dada Nexus Limited American Depositary Shares,,,,,,,,,,,,F
DAIO,Data I/O Corporation,Data I/O,Computer Hardware,"Data I/O Corp is a provider of advanced programming and intellectual property management solutions which are used in the manufacturing of flash memory, microcontrollers and flash-memory based intelligent devices.",,Anthony Ambrose,NASDAQ Capital Market,50304945.0,Technology,Technology,Electronic Components,Computer Hardware,F
DAKT,Daktronics Inc.,Daktronics,Computer Hardware,"Daktronics Inc along with its subsidiaries is engaged in the design, manufacture and sale of electronic display systems and related products for Commercial, Live Events, Schools and Theatres, and Transportation.",,Reece A. Kurtenbach,Nasdaq Global Select,353949684.0,Technology,Technology,Computer Systems,Computer Hardware,F
DAL,Delta Air Lines Inc.,Delta Air Lines,Airlines,Delta Air Lines Inc provides scheduled air transportation for passengers and cargo throughout the United States and across the world.,,Edward H. Bastian,New York Stock Exchange,34514045408.0,Industrials,Industrials,Airlines,,F
DALI,First Trust Exchange-Traded Fund VI First Trust Dorsey Wright DALI 1 ETF,,,,,,,,,,,,F
DALN,DallasNews Corporation Series A Common Stock,,,,,,,,,,,,F
DALS,DA32 Life Science Tech Acquisition Corp. Class A Common Stock,,,,,,,,,,,,F
DALT,Anfield Diversified Alternatives ETF,,,,,,,,,,,,F
DAM,VanEck ETF Trust VanEck Digital Assets Mining ETF,,,,,,,,,,,,F
DAN,Dana Incorporated,Dana Incorporated,Autos,"Dana Inc provides technology driveline, sealing and thermal-management products for vehicle manufacturers in the light vehicle, medium/heavy vehicle and off-highway markets.",,James K. Kamsickas,New York Stock Exchange,2567764594.0,Consumer Cyclical,Consumer Cyclical,Auto Parts,Autos,F
